"similarity","package1.fqn","package2.fqn","artifactName1","package1.name","package1.incomingDependencies","package1.outgoingDependencies","artifactName2","package2.name","package2.incomingDependencies","package2.outgoingDependencies"
0.35,"org.axonframework.common.lock","org.axonframework.messaging.responsetypes","axon-messaging-4.7.5","lock",46,25,"axon-messaging-4.7.5","responsetypes",78,65
0.35,"org.axonframework.messaging.responsetypes","org.axonframework.common.lock","axon-messaging-4.7.5","responsetypes",78,65,"axon-messaging-4.7.5","lock",46,25
0.34375,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.tokenstore.inmemory","axon-eventsourcing-4.7.5","conflictresolution",15,99,"axon-messaging-4.7.5","inmemory",2,25
0.34375,"org.axonframework.eventhandling.tokenstore.inmemory","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.7.5","inmemory",2,25,"axon-eventsourcing-4.7.5","conflictresolution",15,99
0.3401639344262295,"org.axonframework.messaging.annotation","org.axonframework.queryhandling","axon-messaging-4.7.5","annotation",1024,290,"axon-messaging-4.7.5","queryhandling",175,1108
0.3401639344262295,"org.axonframework.queryhandling","org.axonframework.messaging.annotation","axon-messaging-4.7.5","queryhandling",175,1108,"axon-messaging-4.7.5","annotation",1024,290
0.3333333333333333,"org.axonframework.common.annotation","org.axonframework.common.jpa","axon-messaging-4.7.5","annotation",21,3,"axon-messaging-4.7.5","jpa",15,4
0.3333333333333333,"org.axonframework.common.annotation","org.axonframework.messaging.interceptors.legacyvalidation","axon-messaging-4.7.5","annotation",21,3,"axon-messaging-4.7.5","legacyvalidation",1,27
0.3333333333333333,"org.axonframework.common.caching","org.axonframework.eventhandling.scheduling","axon-messaging-4.7.5","caching",30,40,"axon-messaging-4.7.5","scheduling",16,2
0.3333333333333333,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.interceptors","axon-eventsourcing-4.7.5","conflictresolution",15,99,"axon-messaging-4.7.5","interceptors",0,28
0.3333333333333333,"org.axonframework.eventhandling.interceptors","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.7.5","interceptors",0,28,"axon-eventsourcing-4.7.5","conflictresolution",15,99
0.3333333333333333,"org.axonframework.common.jpa","org.axonframework.common.annotation","axon-messaging-4.7.5","jpa",15,4,"axon-messaging-4.7.5","annotation",21,3
0.3333333333333333,"org.axonframework.common.jpa","org.axonframework.monitoring","axon-messaging-4.7.5","jpa",15,4,"axon-messaging-4.7.5","monitoring",189,21
0.3333333333333333,"org.axonframework.common.jpa","org.axonframework.common.property","axon-messaging-4.7.5","jpa",15,4,"axon-messaging-4.7.5","property",23,15
0.3333333333333333,"org.axonframework.messaging.interceptors.legacyvalidation","org.axonframework.common.annotation","axon-messaging-4.7.5","legacyvalidation",1,27,"axon-messaging-4.7.5","annotation",21,3
0.3333333333333333,"org.axonframework.messaging.interceptors.legacyvalidation","org.axonframework.test.matchers","axon-messaging-4.7.5","legacyvalidation",1,27,"axon-test-4.7.5","matchers",61,51
0.3333333333333333,"org.axonframework.messaging.interceptors.legacyvalidation","org.axonframework.common.property","axon-messaging-4.7.5","legacyvalidation",1,27,"axon-messaging-4.7.5","property",23,15
0.3333333333333333,"org.axonframework.test.matchers","org.axonframework.messaging.interceptors.legacyvalidation","axon-test-4.7.5","matchers",61,51,"axon-messaging-4.7.5","legacyvalidation",1,27
0.3333333333333333,"org.axonframework.monitoring","org.axonframework.common.jpa","axon-messaging-4.7.5","monitoring",189,21,"axon-messaging-4.7.5","jpa",15,4
0.3333333333333333,"org.axonframework.common.property","org.axonframework.common.jpa","axon-messaging-4.7.5","property",23,15,"axon-messaging-4.7.5","jpa",15,4
0.3333333333333333,"org.axonframework.common.property","org.axonframework.messaging.interceptors.legacyvalidation","axon-messaging-4.7.5","property",23,15,"axon-messaging-4.7.5","legacyvalidation",1,27
0.3333333333333333,"org.axonframework.eventhandling.scheduling","org.axonframework.common.caching","axon-messaging-4.7.5","scheduling",16,2,"axon-messaging-4.7.5","caching",30,40
0.3291139240506329,"org.axonframework.serialization.upcasting.event","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","jpa",25,317
0.3291139240506329,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","jpa",25,317,"axon-messaging-4.7.5","event",38,188
0.32653061224489793,"org.axonframework.deadline.jobrunr","org.axonframework.serialization.json","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","json",7,87
0.32653061224489793,"org.axonframework.serialization.json","org.axonframework.deadline.jobrunr","axon-messaging-4.7.5","json",7,87,"axon-messaging-4.7.5","jobrunr",3,348
0.325678496868476,"org.axonframework.test.aggregate","org.axonframework.disruptor.commandhandling","axon-test-4.7.5","aggregate",31,2223,"axon-disruptor-4.7.5","commandhandling",55,1487
0.325678496868476,"org.axonframework.disruptor.commandhandling","org.axonframework.test.aggregate","axon-disruptor-4.7.5","commandhandling",55,1487,"axon-test-4.7.5","aggregate",31,2223
0.3181818181818182,"org.axonframework.messaging.correlation","org.axonframework.messaging.interceptors","axon-messaging-4.7.5","correlation",25,14,"axon-messaging-4.7.5","interceptors",10,119
0.3181818181818182,"org.axonframework.messaging.interceptors","org.axonframework.messaging.correlation","axon-messaging-4.7.5","interceptors",10,119,"axon-messaging-4.7.5","correlation",25,14
0.3125,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.gateway","axon-messaging-4.7.5","async",41,76,"axon-messaging-4.7.5","gateway",11,52
0.3125,"org.axonframework.disruptor.commandhandling","org.axonframework.commandhandling.gateway","axon-disruptor-4.7.5","commandhandling",55,1487,"axon-messaging-4.7.5","gateway",101,447
0.3125,"org.axonframework.eventhandling.gateway","org.axonframework.eventhandling.async","axon-messaging-4.7.5","gateway",11,52,"axon-messaging-4.7.5","async",41,76
0.3125,"org.axonframework.commandhandling.gateway","org.axonframework.disruptor.commandhandling","axon-messaging-4.7.5","gateway",101,447,"axon-disruptor-4.7.5","commandhandling",55,1487
0.3106508875739645,"org.axonframework.disruptor.commandhandling","org.axonframework.modelling.command.inspection","axon-disruptor-4.7.5","commandhandling",55,1487,"axon-modelling-4.7.5","inspection",77,649
0.3106508875739645,"org.axonframework.modelling.command.inspection","org.axonframework.disruptor.commandhandling","axon-modelling-4.7.5","inspection",77,649,"axon-disruptor-4.7.5","commandhandling",55,1487
0.3103448275862069,"org.axonframework.eventhandling.gateway","org.axonframework.eventhandling.tokenstore.inmemory","axon-messaging-4.7.5","gateway",11,52,"axon-messaging-4.7.5","inmemory",2,25
0.3103448275862069,"org.axonframework.eventhandling.tokenstore.inmemory","org.axonframework.eventhandling.gateway","axon-messaging-4.7.5","inmemory",2,25,"axon-messaging-4.7.5","gateway",11,52
0.30851063829787234,"org.axonframework.deadline.jobrunr","org.axonframework.tracing","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","tracing",170,122
0.30851063829787234,"org.axonframework.tracing","org.axonframework.deadline.jobrunr","axon-messaging-4.7.5","tracing",170,122,"axon-messaging-4.7.5","jobrunr",3,348
0.30687830687830686,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.modelling.saga","axon-eventsourcing-4.7.5","jpa",9,236,"axon-modelling-4.7.5","saga",242,386
0.30687830687830686,"org.axonframework.modelling.saga","org.axonframework.eventsourcing.eventstore.jpa","axon-modelling-4.7.5","saga",242,386,"axon-eventsourcing-4.7.5","jpa",9,236
0.3068181818181818,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","jpa",9,119
0.3068181818181818,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","jpa",9,119,"axon-messaging-4.7.5","jobrunr",3,198
0.30656934306569344,"org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.modelling.saga","axon-eventsourcing-4.7.5","inmemory",1,75,"axon-modelling-4.7.5","saga",242,386
0.30656934306569344,"org.axonframework.modelling.saga","org.axonframework.eventsourcing.eventstore.inmemory","axon-modelling-4.7.5","saga",242,386,"axon-eventsourcing-4.7.5","inmemory",1,75
0.305,"org.axonframework.modelling.command.inspection","org.axonframework.serialization","axon-modelling-4.7.5","inspection",77,649,"axon-messaging-4.7.5","serialization",1070,176
0.305,"org.axonframework.serialization","org.axonframework.modelling.command.inspection","axon-messaging-4.7.5","serialization",1070,176,"axon-modelling-4.7.5","inspection",77,649
0.3010752688172043,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.deadline.quartz","axon-messaging-4.7.5","jpa",25,317,"axon-messaging-4.7.5","quartz",5,481
0.3010752688172043,"org.axonframework.deadline.quartz","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.7.5","quartz",5,481,"axon-messaging-4.7.5","jpa",25,317
0.3,"org.axonframework.tracing.attributes","org.axonframework.test.utils","axon-messaging-4.7.5","attributes",0,43,"axon-test-4.7.5","utils",8,70
0.3,"org.axonframework.common.caching","org.axonframework.messaging.responsetypes","axon-messaging-4.7.5","caching",30,40,"axon-messaging-4.7.5","responsetypes",78,65
0.3,"org.axonframework.lifecycle","org.axonframework.eventhandling.scheduling","axon-messaging-4.7.5","lifecycle",62,10,"axon-messaging-4.7.5","scheduling",16,2
0.3,"org.axonframework.common.lock","org.axonframework.eventhandling.scheduling","axon-messaging-4.7.5","lock",46,25,"axon-messaging-4.7.5","scheduling",16,2
0.3,"org.axonframework.messaging.responsetypes","org.axonframework.common.caching","axon-messaging-4.7.5","responsetypes",78,65,"axon-messaging-4.7.5","caching",30,40
0.3,"org.axonframework.eventhandling.scheduling","org.axonframework.lifecycle","axon-messaging-4.7.5","scheduling",16,2,"axon-messaging-4.7.5","lifecycle",62,10
0.3,"org.axonframework.eventhandling.scheduling","org.axonframework.common.lock","axon-messaging-4.7.5","scheduling",16,2,"axon-messaging-4.7.5","lock",46,25
0.3,"org.axonframework.eventhandling.scheduling","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","scheduling",16,2,"axon-eventsourcing-4.7.5","snapshotting",23,17
0.3,"org.axonframework.eventsourcing.snapshotting","org.axonframework.eventhandling.scheduling","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","scheduling",16,2
0.3,"org.axonframework.test.utils","org.axonframework.tracing.attributes","axon-test-4.7.5","utils",8,70,"axon-messaging-4.7.5","attributes",0,43
0.2986425339366516,"org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.modelling.saga","axon-eventsourcing-4.7.5","legacyjpa",23,375,"axon-modelling-4.7.5","saga",242,386
0.2986425339366516,"org.axonframework.modelling.saga","org.axonframework.eventsourcing.eventstore.legacyjpa","axon-modelling-4.7.5","saga",242,386,"axon-eventsourcing-4.7.5","legacyjpa",23,375
0.2978723404255319,"org.axonframework.messaging.deadletter","org.axonframework.deadline.jobrunr","axon-messaging-4.7.5","deadletter",135,104,"axon-messaging-4.7.5","jobrunr",3,348
0.2978723404255319,"org.axonframework.deadline.jobrunr","org.axonframework.messaging.deadletter","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","deadletter",135,104
0.2972972972972973,"org.axonframework.messaging.interceptors","org.axonframework.eventhandling.replay","axon-messaging-4.7.5","interceptors",10,119,"axon-messaging-4.7.5","replay",12,72
0.2972972972972973,"org.axonframework.eventhandling.replay","org.axonframework.messaging.interceptors","axon-messaging-4.7.5","replay",12,72,"axon-messaging-4.7.5","interceptors",10,119
0.2967032967032967,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.tokenstore","axon-messaging-4.7.5","jpa",9,119,"axon-messaging-4.7.5","tokenstore",69,42
0.2967032967032967,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.7.5","tokenstore",69,42,"axon-messaging-4.7.5","jpa",9,119
0.2962962962962963,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.test.eventscheduler","axon-eventsourcing-4.7.5","conflictresolution",15,99,"axon-test-4.7.5","eventscheduler",9,38
0.2962962962962963,"org.axonframework.test.eventscheduler","org.axonframework.eventsourcing.conflictresolution","axon-test-4.7.5","eventscheduler",9,38,"axon-eventsourcing-4.7.5","conflictresolution",15,99
0.29545454545454547,"org.axonframework.serialization.upcasting.event","org.axonframework.tracing","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","tracing",170,122
0.29545454545454547,"org.axonframework.tracing","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","tracing",170,122,"axon-messaging-4.7.5","event",38,188
0.29523809523809524,"org.axonframework.commandhandling.distributed","org.axonframework.commandhandling.gateway","axon-messaging-4.7.5","distributed",50,603,"axon-messaging-4.7.5","gateway",101,447
0.29523809523809524,"org.axonframework.commandhandling.gateway","org.axonframework.commandhandling.distributed","axon-messaging-4.7.5","gateway",101,447,"axon-messaging-4.7.5","distributed",50,603
0.29411764705882354,"org.axonframework.messaging.correlation","org.axonframework.eventhandling.gateway","axon-messaging-4.7.5","correlation",25,14,"axon-messaging-4.7.5","gateway",11,52
0.29411764705882354,"org.axonframework.eventhandling.gateway","org.axonframework.messaging.correlation","axon-messaging-4.7.5","gateway",11,52,"axon-messaging-4.7.5","correlation",25,14
0.29411764705882354,"org.axonframework.eventhandling.gateway","org.axonframework.eventsourcing.snapshotting","axon-messaging-4.7.5","gateway",11,52,"axon-eventsourcing-4.7.5","snapshotting",23,17
0.29411764705882354,"org.axonframework.eventsourcing.snapshotting","org.axonframework.eventhandling.gateway","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","gateway",11,52
0.29310344827586204,"org.axonframework.eventhandling.async","org.axonframework.eventsourcing.eventstore.inmemory","axon-messaging-4.7.5","async",41,76,"axon-eventsourcing-4.7.5","inmemory",1,75
0.29310344827586204,"org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.eventhandling.async","axon-eventsourcing-4.7.5","inmemory",1,75,"axon-messaging-4.7.5","async",41,76
0.2903225806451613,"org.axonframework.test.eventscheduler","org.axonframework.eventhandling.scheduling.java","axon-test-4.7.5","eventscheduler",9,38,"axon-messaging-4.7.5","java",5,76
0.2903225806451613,"org.axonframework.eventhandling.scheduling.java","org.axonframework.test.eventscheduler","axon-messaging-4.7.5","java",5,76,"axon-test-4.7.5","eventscheduler",9,38
0.2903225806451613,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.7.5","jpa",25,317,"axon-messaging-4.7.5","quartz",10,202
0.2903225806451613,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.7.5","quartz",10,202,"axon-messaging-4.7.5","jpa",25,317
0.2876712328767123,"org.axonframework.eventhandling.tokenstore.jdbc","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.7.5","jdbc",16,195,"axon-messaging-4.7.5","jpa",9,119
0.2876712328767123,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.tokenstore.jdbc","axon-messaging-4.7.5","jpa",9,119,"axon-messaging-4.7.5","jdbc",16,195
0.2857142857142857,"org.axonframework","org.axonframework.util","axon-messaging-4.7.5","axonframework",0,0,"axon-messaging-4.7.5","util",3,6
0.2857142857142857,"org.axonframework.commandhandling.callbacks","org.axonframework.test.utils","axon-messaging-4.7.5","callbacks",8,39,"axon-test-4.7.5","utils",8,70
0.2857142857142857,"org.axonframework.common.digest","org.axonframework.messaging.interceptors.legacyvalidation","axon-messaging-4.7.5","digest",1,1,"axon-messaging-4.7.5","legacyvalidation",1,27
0.2857142857142857,"org.axonframework.eventhandling.scheduling.java","org.axonframework.test.matchers","axon-messaging-4.7.5","java",5,76,"axon-test-4.7.5","matchers",61,51
0.2857142857142857,"org.axonframework.serialization.json","org.axonframework.deadline.quartz","axon-messaging-4.7.5","json",7,87,"axon-messaging-4.7.5","quartz",5,481
0.2857142857142857,"org.axonframework.messaging.interceptors.legacyvalidation","org.axonframework.common.digest","axon-messaging-4.7.5","legacyvalidation",1,27,"axon-messaging-4.7.5","digest",1,1
0.2857142857142857,"org.axonframework.test.matchers","org.axonframework.eventhandling.scheduling.java","axon-test-4.7.5","matchers",61,51,"axon-messaging-4.7.5","java",5,76
0.2857142857142857,"org.axonframework.test.matchers","org.axonframework.eventsourcing.snapshotting","axon-test-4.7.5","matchers",61,51,"axon-eventsourcing-4.7.5","snapshotting",23,17
0.2857142857142857,"org.axonframework.deadline.quartz","org.axonframework.serialization.json","axon-messaging-4.7.5","quartz",5,481,"axon-messaging-4.7.5","json",7,87
0.2857142857142857,"org.axonframework.eventsourcing.snapshotting","org.axonframework.test.matchers","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-test-4.7.5","matchers",61,51
0.2857142857142857,"org.axonframework.util","org.axonframework","axon-messaging-4.7.5","util",3,6,"axon-messaging-4.7.5","axonframework",0,0
0.2857142857142857,"org.axonframework.test.utils","org.axonframework.commandhandling.callbacks","axon-test-4.7.5","utils",8,70,"axon-messaging-4.7.5","callbacks",8,39
0.2840909090909091,"org.axonframework.messaging.deadletter","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","deadletter",135,104,"axon-messaging-4.7.5","event",38,188
0.2840909090909091,"org.axonframework.serialization.upcasting.event","org.axonframework.messaging.deadletter","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","deadletter",135,104
0.2840909090909091,"org.axonframework.deadline.jobrunr","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","jobrunr",3,198
0.2840909090909091,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.deadline.jobrunr","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","jobrunr",3,348
0.2833333333333333,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.tokenstore","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","tokenstore",69,42
0.2833333333333333,"org.axonframework.eventhandling.tokenstore","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","tokenstore",69,42,"axon-messaging-4.7.5","jobrunr",3,198
0.2831858407079646,"org.axonframework.messaging.deadletter","org.axonframework.deadline.quartz","axon-messaging-4.7.5","deadletter",135,104,"axon-messaging-4.7.5","quartz",5,481
0.2831858407079646,"org.axonframework.deadline.quartz","org.axonframework.messaging.deadletter","axon-messaging-4.7.5","quartz",5,481,"axon-messaging-4.7.5","deadletter",135,104
0.2830188679245283,"org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.eventsourcing.eventstore.legacyjpa","axon-eventsourcing-4.7.5","inmemory",1,75,"axon-eventsourcing-4.7.5","legacyjpa",23,375
0.2830188679245283,"org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.eventsourcing.eventstore.inmemory","axon-eventsourcing-4.7.5","legacyjpa",23,375,"axon-eventsourcing-4.7.5","inmemory",1,75
0.2828282828282828,"org.axonframework.eventhandling.deadletter","org.axonframework.eventhandling.scheduling.quartz","axon-messaging-4.7.5","deadletter",9,275,"axon-messaging-4.7.5","quartz",10,202
0.2828282828282828,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventhandling.deadletter","axon-messaging-4.7.5","quartz",10,202,"axon-messaging-4.7.5","deadletter",9,275
0.28169014084507044,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.serialization.json","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","json",7,87
0.28169014084507044,"org.axonframework.serialization.json","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","json",7,87,"axon-messaging-4.7.5","jobrunr",3,198
0.2807017543859649,"org.axonframework.deadline.jobrunr","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","jpa",25,317
0.2807017543859649,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.deadline.jobrunr","axon-messaging-4.7.5","jpa",25,317,"axon-messaging-4.7.5","jobrunr",3,348
0.2807017543859649,"org.axonframework.deadline.quartz","org.axonframework.tracing","axon-messaging-4.7.5","quartz",5,481,"axon-messaging-4.7.5","tracing",170,122
0.2807017543859649,"org.axonframework.eventhandling.replay","org.axonframework.tracing","axon-messaging-4.7.5","replay",12,72,"axon-messaging-4.7.5","tracing",170,122
0.2807017543859649,"org.axonframework.tracing","org.axonframework.deadline.quartz","axon-messaging-4.7.5","tracing",170,122,"axon-messaging-4.7.5","quartz",5,481
0.2807017543859649,"org.axonframework.tracing","org.axonframework.eventhandling.replay","axon-messaging-4.7.5","tracing",170,122,"axon-messaging-4.7.5","replay",12,72
0.28,"org.axonframework.eventhandling.scheduling.java","org.axonframework.common.lock","axon-messaging-4.7.5","java",5,76,"axon-messaging-4.7.5","lock",46,25
0.28,"org.axonframework.common.lock","org.axonframework.eventhandling.scheduling.java","axon-messaging-4.7.5","lock",46,25,"axon-messaging-4.7.5","java",5,76
0.28,"org.axonframework.eventsourcing.snapshotting","org.axonframework.eventhandling.scheduling.java","axon-eventsourcing-4.7.5","snapshotting",23,17,"axon-messaging-4.7.5","java",5,76
0.2777777777777778,"org.axonframework.eventsourcing.conflictresolution","org.axonframework.eventhandling.replay","axon-eventsourcing-4.7.5","conflictresolution",15,99,"axon-messaging-4.7.5","replay",12,72
0.2777777777777778,"org.axonframework.deadline.jobrunr","org.axonframework.serialization.xml","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","xml",17,28
0.2777777777777778,"org.axonframework.eventhandling.replay","org.axonframework.eventsourcing.conflictresolution","axon-messaging-4.7.5","replay",12,72,"axon-eventsourcing-4.7.5","conflictresolution",15,99
0.2777777777777778,"org.axonframework.serialization.xml","org.axonframework.deadline.jobrunr","axon-messaging-4.7.5","xml",17,28,"axon-messaging-4.7.5","jobrunr",3,348
0.2768878718535469,"org.axonframework.test.aggregate","org.axonframework.modelling.command.inspection","axon-test-4.7.5","aggregate",31,2223,"axon-modelling-4.7.5","inspection",77,649
0.2768878718535469,"org.axonframework.modelling.command.inspection","org.axonframework.test.aggregate","axon-modelling-4.7.5","inspection",77,649,"axon-test-4.7.5","aggregate",31,2223
0.27631578947368424,"org.axonframework.eventhandling.async","org.axonframework.eventhandling.deadletter","axon-messaging-4.7.5","async",41,76,"axon-messaging-4.7.5","deadletter",9,275
0.27631578947368424,"org.axonframework.eventhandling.deadletter","org.axonframework.eventhandling.async","axon-messaging-4.7.5","deadletter",9,275,"axon-messaging-4.7.5","async",41,76
0.2743055555555556,"org.axonframework.eventsourcing.eventstore.jdbc","org.axonframework.eventsourcing.eventstore.legacyjpa","axon-eventsourcing-4.7.5","jdbc",218,1340,"axon-eventsourcing-4.7.5","legacyjpa",23,375
0.2743055555555556,"org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.eventsourcing.eventstore.jdbc","axon-eventsourcing-4.7.5","legacyjpa",23,375,"axon-eventsourcing-4.7.5","jdbc",218,1340
0.2727272727272727,"org.axonframework.common.annotation","org.axonframework.test.matchers","axon-messaging-4.7.5","annotation",21,3,"axon-test-4.7.5","matchers",61,51
0.2727272727272727,"org.axonframework.test.matchers","org.axonframework.common.annotation","axon-test-4.7.5","matchers",61,51,"axon-messaging-4.7.5","annotation",21,3
0.2727272727272727,"org.axonframework.test.matchers","org.axonframework.common.property","axon-test-4.7.5","matchers",61,51,"axon-messaging-4.7.5","property",23,15
0.2727272727272727,"org.axonframework.monitoring","org.axonframework.test.matchers","axon-messaging-4.7.5","monitoring",189,21,"axon-test-4.7.5","matchers",61,51
0.2727272727272727,"org.axonframework.common.property","org.axonframework.test.matchers","axon-messaging-4.7.5","property",23,15,"axon-test-4.7.5","matchers",61,51
0.2721518987341772,"org.axonframework.eventhandling.deadletter","org.axonframework.modelling.saga","axon-messaging-4.7.5","deadletter",9,275,"axon-modelling-4.7.5","saga",242,386
0.2721518987341772,"org.axonframework.modelling.saga","org.axonframework.eventhandling.deadletter","axon-modelling-4.7.5","saga",242,386,"axon-messaging-4.7.5","deadletter",9,275
0.27205882352941174,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventhandling.scheduling.quartz","axon-eventsourcing-4.7.5","jpa",9,236,"axon-messaging-4.7.5","quartz",10,202
0.27205882352941174,"org.axonframework.eventhandling.scheduling.quartz","org.axonframework.eventsourcing.eventstore.jpa","axon-messaging-4.7.5","quartz",10,202,"axon-eventsourcing-4.7.5","jpa",9,236
0.2719298245614035,"org.axonframework.serialization.upcasting.event","org.axonframework.serialization","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","serialization",1070,176
0.2719298245614035,"org.axonframework.serialization","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","serialization",1070,176,"axon-messaging-4.7.5","event",38,188
0.27125506072874495,"org.axonframework.modelling.command","org.axonframework.commandhandling.gateway","axon-modelling-4.7.5","command",244,710,"axon-messaging-4.7.5","gateway",101,447
0.27125506072874495,"org.axonframework.commandhandling.gateway","org.axonframework.modelling.command","axon-messaging-4.7.5","gateway",101,447,"axon-modelling-4.7.5","command",244,710
0.2709497206703911,"org.axonframework.eventsourcing.eventstore.legacyjpa","org.axonframework.eventhandling.pooled","axon-eventsourcing-4.7.5","legacyjpa",23,375,"axon-messaging-4.7.5","pooled",52,1022
0.2709497206703911,"org.axonframework.eventhandling.pooled","org.axonframework.eventsourcing.eventstore.legacyjpa","axon-messaging-4.7.5","pooled",52,1022,"axon-eventsourcing-4.7.5","legacyjpa",23,375
0.2702702702702703,"org.axonframework.modelling.saga.metamodel","org.axonframework.eventhandling.replay","axon-modelling-4.7.5","metamodel",15,53,"axon-messaging-4.7.5","replay",12,72
0.2702702702702703,"org.axonframework.eventhandling.replay","org.axonframework.modelling.saga.metamodel","axon-messaging-4.7.5","replay",12,72,"axon-modelling-4.7.5","metamodel",15,53
0.27011494252873564,"org.axonframework.eventhandling.deadletter.jpa","org.axonframework.eventhandling.tokenstore.jpa","axon-messaging-4.7.5","jpa",25,317,"axon-messaging-4.7.5","jpa",9,119
0.27011494252873564,"org.axonframework.eventhandling.tokenstore.jpa","org.axonframework.eventhandling.deadletter.jpa","axon-messaging-4.7.5","jpa",9,119,"axon-messaging-4.7.5","jpa",25,317
0.2692307692307692,"org.axonframework.messaging.correlation","org.axonframework.eventhandling.replay","axon-messaging-4.7.5","correlation",25,14,"axon-messaging-4.7.5","replay",12,72
0.2692307692307692,"org.axonframework.eventhandling.replay","org.axonframework.messaging.correlation","axon-messaging-4.7.5","replay",12,72,"axon-messaging-4.7.5","correlation",25,14
0.2682926829268293,"org.axonframework.serialization.upcasting.event","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","event",38,188,"axon-messaging-4.7.5","jobrunr",3,198
0.2682926829268293,"org.axonframework.eventhandling.gateway","org.axonframework.eventhandling.scheduling.jobrunr","axon-messaging-4.7.5","gateway",11,52,"axon-messaging-4.7.5","jobrunr",3,198
0.2682926829268293,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.serialization.upcasting.event","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","event",38,188
0.2682926829268293,"org.axonframework.eventhandling.scheduling.jobrunr","org.axonframework.eventhandling.gateway","axon-messaging-4.7.5","jobrunr",3,198,"axon-messaging-4.7.5","gateway",11,52
0.26732673267326734,"org.axonframework.deadline.jobrunr","org.axonframework.messaging.unitofwork","axon-messaging-4.7.5","jobrunr",3,348,"axon-messaging-4.7.5","unitofwork",247,123
